prompt,response
Display the mathematical expression for the product rule of differentiation. Draw a rectangle around the term \( f(x) \frac{d}{dx} g(x) \). Replace the rectangle with one around the term \( g(x) \frac{d}{dx} f(x) \).,"from manim import *

class MovingFrameBox(Scene):
    def construct(self):
        text=MathTex(
            ""\\frac{d}{dx}f(x)g(x)="",""f(x)\\frac{d}{dx}g(x)"",""+"",
            ""g(x)\\frac{d}{dx}f(x)""
        )
        self.play(Write(text))
        framebox1 = SurroundingRectangle(text[1], buff = .1)
        framebox2 = SurroundingRectangle(text[3], buff = .1)
        self.play(
            Create(framebox1),
        )
        self.wait()
        self.play(
            ReplacementTransform(framebox1,framebox2),
        )
        self.wait()"
"Display two large circles side by side—one red on the left and one green on the right. Both have thick outlines. The animation scales both circles down to a quarter of their original size: the red circle’s outline remains thick, while the green circle’s outline scales down proportionally with the shape.","from manim import *

class MobjectScaleExample(Scene):
    def construct(self):
        c1 = Circle(1, RED).set_x(-1)
        c2 = Circle(1, GREEN).set_x(1)

        vg = VGroup(c1, c2)
        vg.set_stroke(width=50)
        self.add(vg)

        self.play(
            c1.animate.scale(.25),
            c2.animate.scale(.25,
                scale_stroke=True)
        )"
"Display an orange square being drawn with its border appearing first, followed by the fill.","from manim import *

class ShowDrawBorderThenFill(Scene):
    def construct(self):
        self.play(DrawBorderThenFill(Square(fill_opacity=1, fill_color=ORANGE)))"
"Display four diagrams arranged horizontally, each showing two intersecting lines forming right angles. In each diagram, a right angle is marked with a curved arc and a dot at the vertex. The arcs vary in size, position, color, and styling—some use different quadrants, stroke widths, and dot colors—demonstrating different ways to annotate right angles.","from manim import *

class RightArcAngleExample(Scene):
    def construct(self):
        line1 = Line( LEFT, RIGHT )
        line2 = Line( DOWN, UP )
        rightarcangles = [
            Angle(line1, line2, dot=True),
            Angle(line1, line2, radius=0.4, quadrant=(1,-1), dot=True, other_angle=True),
            Angle(line1, line2, radius=0.5, quadrant=(-1,1), stroke_width=8, dot=True, dot_color=YELLOW, dot_radius=0.04, other_angle=True),
            Angle(line1, line2, radius=0.7, quadrant=(-1,-1), color=RED, dot=True, dot_color=GREEN, dot_radius=0.08),
        ]
        plots = VGroup()
        for angle in rightarcangles:
            plot=VGroup(line1.copy(),line2.copy(), angle)
            plots.add(plot)
        plots.arrange(buff=1.5)
        self.add(plots)"
"Display a blue streamlines vector field where each line flows according to a sine and cosine-based function. The streamlines begin animating immediately with a smooth, continuous motion, simulating fluid flow at a moderate speed. After a brief moment, the animation gracefully stops, freezing the streamlines in place.","from manim import *

class EndAnimation(Scene):
    def construct(self):
        func = lambda pos: np.sin(pos[0] / 2) * UR + np.cos(pos[1] / 2) * LEFT
        stream_lines = StreamLines(
            func, stroke_width=3, max_anchors_per_line=5, virtual_time=1, color=BLUE
        )
        self.add(stream_lines)
        stream_lines.start_animation(warm_up=False, flow_speed=1.5, time_width=0.5)
        self.wait(1)
        self.play(stream_lines.end_animation())"
"Display a green dot in the upper right. Then animate four squares arranged in a row, each growing outward from a different point: the first from the center of the screen, the second from the top left, the third from the bottom right with its starting point highlighted in red, and the fourth from the position of the green dot, using the dot’s color as the highlight.","from manim import *

class GrowFromPointExample(Scene):
    def construct(self):
        dot = Dot(3 * UR, color=GREEN)
        squares = [Square() for _ in range(4)]
        VGroup(*squares).set_x(0).arrange(buff=1)
        self.add(dot)
        self.play(GrowFromPoint(squares[0], ORIGIN))
        self.play(GrowFromPoint(squares[1], [-2, 2, 0]))
        self.play(GrowFromPoint(squares[2], [3, -2, 0], RED))
        self.play(GrowFromPoint(squares[3], dot, dot.get_color()))"
"Display a graph with nine labeled nodes arranged in two concentric shells. The inner shell contains nodes 1, 2, and 3, forming a triangle. The outer shell contains nodes 4 through 9, each connected to one or more nodes in the inner shell. The layout emphasizes a layered structure, with connections radiating between the inner and outer shells to form a visually organized network.","from manim import *

class ShellLayout(Scene):
    def construct(self):
        nlist = [[1, 2, 3], [4, 5, 6, 7, 8, 9]]
        graph = Graph(
            [1, 2, 3, 4, 5, 6, 7, 8, 9],
            [(1, 2), (2, 3), (3, 1), (4, 1), (4, 2), (5, 2), (6, 2), (6, 3), (7, 3), (8, 3), (8, 1), (9, 1)],
            layout=""shell"",
            layout_config={""nlist"": nlist},
            labels=True
        )
        self.add(graph)"
"Display a large dark gray pentagon centered on screen. Then, repeatedly animate a blue copy of the pentagon flashing along its outline with varying trail lengths. Each flash is accompanied by a label showing the current `time_width` value (0.2, 0.5, 1, and 2), updating with each animation to indicate the duration of the trailing effect. `time_width` is the length of the sliver relative to the length of the stroke being drawn.","from manim import *

class TimeWidthValues(Scene):
    def construct(self):
        p = RegularPolygon(5, color=DARK_GRAY, stroke_width=6).scale(3)
        lbl = VMobject()
        self.add(p, lbl)
        p = p.copy().set_color(BLUE)
        for time_width in [0.2, 0.5, 1, 2]:
            lbl.become(Tex(r""\texttt{time\_width={{%.1f}}}""%time_width))
            self.play(ShowPassingFlash(
                p.copy().set_color(BLUE),
                run_time=2,
                time_width=time_width
            ))"
"Display the text ""This is some \LaTeX"" and the mathematical expression \(\sum_{n=1}^\infty \frac{1}{n^2} = \frac{\pi^2}{6}\) arranged vertically. Write the text and fade in the expression from above. Transform the text to ""That was a transform"" and move it to the upper left corner while fading out the expression. Display a number plane with the text ""This is a grid"" on top. Fade out the previous text and fade in the new text while creating the grid. Apply a non-linear transformation to the grid and update the text to ""That was a non-linear function applied to the grid.""","from manim import *

class OpeningManim(Scene):
    def construct(self):
        title = Tex(r""This is some \LaTeX"")
        basel = MathTex(r""\sum_{n=1}^\infty \frac{1}{n^2} = \frac{\pi^2}{6}"")
        VGroup(title, basel).arrange(DOWN)
        self.play(
            Write(title),
            FadeIn(basel, shift=DOWN),
        )
        self.wait()

        transform_title = Tex(""That was a transform"")
        transform_title.to_corner(UP + LEFT)
        self.play(
            Transform(title, transform_title),
            LaggedStart(*[FadeOut(obj, shift=DOWN) for obj in basel]),
        )
        self.wait()

        grid = NumberPlane()
        grid_title = Tex(""This is a grid"", font_size=72)
        grid_title.move_to(transform_title)

        self.add(grid, grid_title)  # Make sure title is on top of grid
        self.play(
            FadeOut(title),
            FadeIn(grid_title, shift=UP),
            Create(grid, run_time=3, lag_ratio=0.1),
        )
        self.wait()

        grid_transform_title = Tex(
            r""That was a non-linear function \\ applied to the grid""
        )
        grid_transform_title.move_to(grid_title, UL)
        grid.prepare_for_nonlinear_transform()
        self.play(
            grid.animate.apply_function(
                lambda p: p
                          + np.array(
                    [
                        np.sin(p[1]),
                        np.sin(p[0]),
                        0,
                    ]
                )
            ),
            run_time=3,
        )
        self.wait()
        self.play(Transform(grid_title, grid_transform_title))
        self.wait()"
"Display five different types of tables arranged in two groups:

- **Top Group (scaled down and aligned at the top):**
  - A labeled table with two rows and two columns, including row and column headers and a top-left label. The cell at row 2, column 2 is highlighted in green.
  - A decimal table showing values of \(x\) and \(f(x) = e^x\) for five evenly spaced \(x\)-values from -2 to 2. The cell at row 2, column 2 is highlighted in red.

- **Bottom Group (scaled down and aligned at the bottom):**
  - A math table with addition values, where the first row and column act as headers. The first three horizontal and vertical grid lines are colored blue and layered above the table.
  - A table of geometric objects (circles and crosses), arranged in a 3×3 grid. A red diagonal line crosses the table from bottom-left to top-right. It is a completed Tic-tac-toe game, 'O' has won.
  - An integer table filled with numbers from 1 to 20 arranged in a 5×4 grid, with outer lines included.

All tables are neatly arranged with spacing between them and displayed together on the screen.","from manim import *

class TableExamples(Scene):
    def construct(self):
        t0 = Table(
            [[""First"", ""Second""],
            [""Third"",""Fourth""]],
            row_labels=[Text(""R1""), Text(""R2"")],
            col_labels=[Text(""C1""), Text(""C2"")],
            top_left_entry=Text(""TOP""))
        t0.add_highlighted_cell((2,2), color=GREEN)
        x_vals = np.linspace(-2,2,5)
        y_vals = np.exp(x_vals)
        t1 = DecimalTable(
            [x_vals, y_vals],
            row_labels=[MathTex(""x""), MathTex(""f(x)"")],
            include_outer_lines=True)
        t1.add(t1.get_cell((2,2), color=RED))
        t2 = MathTable(
            [[""+"", 0, 5, 10],
            [0, 0, 5, 10],
            [2, 2, 7, 12],
            [4, 4, 9, 14]],
            include_outer_lines=True)
        t2.get_horizontal_lines()[:3].set_color(BLUE)
        t2.get_vertical_lines()[:3].set_color(BLUE)
        t2.get_horizontal_lines()[:3].set_z_index(1)
        cross = VGroup(
            Line(UP + LEFT, DOWN + RIGHT),
            Line(UP + RIGHT, DOWN + LEFT))
        a = Circle().set_color(RED).scale(0.5)
        b = cross.set_color(BLUE).scale(0.5)
        t3 = MobjectTable(
            [[a.copy(),b.copy(),a.copy()],
            [b.copy(),a.copy(),a.copy()],
            [a.copy(),b.copy(),b.copy()]])
        t3.add(Line(
            t3.get_corner(DL), t3.get_corner(UR)
        ).set_color(RED))
        vals = np.arange(1,21).reshape(5,4)
        t4 = IntegerTable(
            vals,
            include_outer_lines=True
        )
        g1 = Group(t0, t1).scale(0.5).arrange(buff=1).to_edge(UP, buff=1)
        g2 = Group(t2, t3, t4).scale(0.5).arrange(buff=1).to_edge(DOWN, buff=1)
        self.add(g1, g2)"
